Fecha,Día,Local,Resultado,Visitante,Año,Tipo de Torneo,Estadio
Fecha 19,,Deportivo Cali,1 : 0,Envigado F. C.,2016,Finalización,Deportivo Cali
Fecha 19,,Alianza Petrolera,3 : 0,Deportes Tolima,2016,Finalización,Daniel Villa Zapata
Fecha 19,,Deportivo Pasto,1 : 0,Fortaleza,2016,Finalización,Departamental Libertad
Fecha 19,,Independiente Medellín,3 : 2,Boyacá Chicó,2016,Finalización,Atanasio Girardot
Fecha 19,,Jaguares,1 : 0,Rionegro Águilas,2016,Finalización,Jaraguay
Fecha 19,,Cortuluá,1 : 2,Junior,2016,Finalización,Doce de Octubre
Fecha 19,,Santa Fe,0 : 0,Atlético Nacional,2016,Finalización,Metropolitano de Techo
Fecha 19,,Atlético Huila,0 : 3,Millonarios,2016,Finalización,Guillermo Plazas Alcid
Fecha 19,,Fortaleza,0 : 1,Deportivo Pasto,2016,Apertura,Metropolitano de Techo
Fecha 19,,Rionegro Águilas,2 : 0,Jaguares,2016,Apertura,Alberto Grisales
Fecha 19,,Deportes Tolima,2 : 1,Alianza Petrolera,2016,Apertura,Manuel Murillo Toro
Fecha 19,,Envigado F. C.,0 : 0,Deportivo Cali,2016,Apertura,Polideportivo Sur
Fecha 19,,Junior,2 : 1,Cortuluá,2016,Apertura,Metropolitano Roberto Meléndez
Fecha 19,,Millonarios,2 : 1,Atlético Huila,2016,Apertura,Nemesio Camacho El Campín
Fecha 19,,Boyacá Chicó,1 : 1,Independiente Medellín,2016,Apertura,La Independencia
Fecha 19,,Atlético Nacional,0 : 1,Santa Fe,2016,Apertura,Atanasio Girardot
Fecha 19,,Once Caldas,3 : 1,Patriotas,2016,Apertura,Palogrande
Fecha 19,,Atlético Bucaramanga,2 : 1,La Equidad,2016,Apertura,Álvaro Gómez Hurtado
Fecha 2,,Cortuluá,2 : 0,La Equidad,2016,Finalización,Doce de Octubre
Fecha 2,,Fortaleza,2 : 1,Rionegro Águilas,2016,Finalización,Metropolitano de Techo
Fecha 2,,Atlético Bucaramanga,0 : 0,Patriotas,2016,Finalización,Álvaro Gómez Hurtado
Fecha 2,,Millonarios,1 : 0,Santa Fe,2016,Finalización,Nemesio Camacho El Campín
Fecha 2,,Envigado F. C.,1 : 0,Atlético Huila,2016,Finalización,Polideportivo Sur
Fecha 2,,Junior,1 : 1,Independiente Medellín,2016,Finalización,Metropolitano Roberto Meléndez
Fecha 2,,Boyacá Chicó,0 : 2,Deportivo Pasto,2016,Finalización,La Independencia
Fecha 2,,Atlético Nacional,2 : 1,Jaguares,2016,Finalización,Atanasio Girardot
Fecha 2,,Deportes Tolima,1 : 0,Deportivo Cali,2016,Finalización,Manuel Murillo Toro
Fecha 2,,Once Caldas,1 : 1,Alianza Petrolera,2016,Finalización,Palogrande
Fecha 2,,La Equidad,0 : 0,Cortuluá,2016,Apertura,Metropolitano de Techo
Fecha 2,,Atlético Huila,1 : 0,Envigado F. C.,2016,Apertura,Guillermo Plazas Alcid
Fecha 2,,Independiente Medellín,0 : 1,Junior,2016,Apertura,Atanasio Girardot
Fecha 2,,Patriotas,3 : 3,Atlético Bucaramanga,2016,Apertura,La Independencia
Fecha 2,,Alianza Petrolera,1 : 3,Once Caldas,2016,Apertura,Daniel Villa Zapata
Fecha 2,,Jaguares,0 : 3,Atlético Nacional,2016,Apertura,Jaraguay
Fecha 2,,Deportivo Cali,5 : 1,Deportes Tolima,2016,Apertura,Deportivo Cali
Fecha 2,,Deportivo Pasto,2 : 0,Boyacá Chicó,2016,Apertura,Departamental Libertad
Fecha 2,,Santa Fe,0 : 0,Millonarios,2016,Apertura,Nemesio Camacho El Campín
Fecha 2,,Rionegro Águilas,3 : 2,Fortaleza,2016,Apertura,Alberto Grisales
Fecha 20,,Atlético Nacional,3 : 1,Deportivo Pasto,2016,Finalización,Ditaires
Fecha 20,,Junior,2 : 1,La Equidad,2016,Finalización,Metropolitano Roberto Meléndez
Fecha 20,,Once Caldas,1 : 2,Santa Fe,2016,Finalización,Palogrande
Fecha 20,,Atlético Bucaramanga,0 : 0,Atlético Huila,2016,Finalización,Álvaro Gómez Hurtado
Fecha 20,,Boyacá Chicó,1 : 2,Patriotas,2016,Finalización,La Independencia
Fecha 20,,Envigado F. C.,1 : 0,Cortuluá,2016,Finalización,Polideportivo Sur
Fecha 20,,Fortaleza,1 : 0,Alianza Petrolera,2016,Finalización,Metropolitano de Techo
Fecha 20,,Deportes Tolima,2 : 0,Jaguares,2016,Finalización,Manuel Murillo Toro
Fecha 20,,Millonarios,3 : 1,Independiente Medellín,2016,Finalización,Nemesio Camacho El Campín
Fecha 20,,Rionegro Águilas,1 : 3,Deportivo Cali,2016,Finalización,Alberto Grisales
Fecha 20,,Alianza Petrolera,2 : 1,Fortaleza,2016,Apertura,Daniel Villa Zapata
Fecha 20,,Cortuluá,1 : 1,Envigado F. C.,2016,Apertura,Doce de Octubre
Fecha 20,,La Equidad,0 : 0,Junior,2016,Apertura,Metropolitano de Techo
Fecha 20,,Patriotas,1 : 0,Boyacá Chicó,2016,Apertura,La Independencia
Fecha 20,,Santa Fe,2 : 0,Once Caldas,2016,Apertura,Nemesio Camacho El Campín
Fecha 20,,Deportivo Pasto,0 : 2,Atlético Nacional,2016,Apertura,Departamental Libertad
Fecha 20,,Deportivo Cali,3 : 1,Rionegro Águilas,2016,Apertura,Deportivo Cali
Fecha 20,,Independiente Medellín,1 : 0,Millonarios,2016,Apertura,Atanasio Girardot
Fecha 20,,Atlético Huila,0 : 0,Atlético Bucaramanga,2016,Apertura,Guillermo Plazas Alcid
Fecha 20,,Jaguares,0 : 0,Deportes Tolima,2016,Apertura,Jaraguay
Fecha 3,,Independiente Medellín,0 : 1,Envigado F. C.,2016,Finalización,Atanasio Girardot
Fecha 3,,Atlético Huila,2 : 1,Cortuluá,2016,Finalización,Guillermo Plazas Alcid
Fecha 3,,Jaguares,1 : 1,Once Caldas,2016,Finalización,Jaraguay
Fecha 3,,Deportes Tolima,0 : 0,Fortaleza,2016,Finalización,Manuel Murillo Toro
Fecha 3,,Deportivo Cali,1 : 1,La Equidad,2016,Finalización,Deportivo Cali
Fecha 3,,Santa Fe,1 : 0,Atlético Bucaramanga,2016,Finalización,Nemesio Camacho El Campín
Fecha 3,,Alianza Petrolera,1 : 0,Boyacá Chicó,2016,Finalización,Daniel Villa Zapata
Fecha 3,,Deportivo Pasto,1 : 1,Millonarios,2016,Finalización,Departamental Libertad
Fecha 3,,Patriotas,3 : 2,Junior,2016,Finalización,La Independencia
Fecha 3,,Rionegro Águilas,1 : 1,Atlético Nacional,2016,Finalización,Alberto Grisales
Fecha 3,,Fortaleza,2 : 1,Deportes Tolima,2016,Apertura,Metropolitano de Techo
Fecha 3,,Cortuluá,0 : 3,Atlético Huila,2016,Apertura,Doce de Octubre
Fecha 3,,Millonarios,1 : 1,Deportivo Pasto,2016,Apertura,Nemesio Camacho El Campín
Fecha 3,,Once Caldas,4 : 0,Jaguares,2016,Apertura,Palogrande
Fecha 3,,Atlético Nacional,1 : 0,Rionegro Águilas,2016,Apertura,Atanasio Girardot
Fecha 3,,La Equidad,1 : 1,Deportivo Cali,2016,Apertura,Metropolitano de Techo
Fecha 3,,Boyacá Chicó,1 : 1,Alianza Petrolera,2016,Apertura,La Independencia
Fecha 3,,Envigado F. C.,0 : 1,Independiente Medellín,2016,Apertura,Polideportivo Sur
Fecha 3,,Junior,1 : 0,Patriotas,2016,Apertura,Metropolitano Roberto Meléndez
Fecha 3,,Atlético Bucaramanga,0 : 0,Santa Fe,2016,Apertura,Álvaro Gómez Hurtado
Fecha 4,,Once Caldas,1 : 2,Rionegro Águilas,2016,Finalización,Palogrande
Fecha 4,,Fortaleza,0 : 2,Deportivo Cali,2016,Finalización,Metropolitano de Techo
Fecha 4,,Cortuluá,3 : 4,Independiente Medellín,2016,Finalización,Doce de Octubre
Fecha 4,,Atlético Nacional,2 : 2,Deportes Tolima,2016,Finalización,Atanasio Girardot
Fecha 4,,La Equidad,1 : 0,Atlético Huila,2016,Finalización,Metropolitano de Techo
Fecha 4,,Junior,2 : 1,Santa Fe,2016,Finalización,Metropolitano Roberto Meléndez
Fecha 4,,Atlético Bucaramanga,2 : 1,Deportivo Pasto,2016,Finalización,Álvaro Gómez Hurtado
Fecha 4,,Millonarios,1 : 0,Alianza Petrolera,2016,Finalización,Nemesio Camacho El Campín
Fecha 4,,Envigado F. C.,0 : 0,Patriotas,2016,Finalización,Polideportivo Sur
Fecha 4,,Boyacá Chicó,0 : 1,Jaguares,2016,Finalización,La Independencia
Fecha 4,,Deportes Tolima,2 : 0,Atlético Nacional,2016,Apertura,Manuel Murillo Toro
Fecha 4,,Atlético Huila,3 : 1,La Equidad,2016,Apertura,Guillermo Plazas Alcid
Fecha 4,,Jaguares,1 : 1,Boyacá Chicó,2016,Apertura,Jaraguay
Fecha 4,,Deportivo Pasto,0 : 0,Atlético Bucaramanga,2016,Apertura,Departamental Libertad
Fecha 4,,Independiente Medellín,2 : 0,Cortuluá,2016,Apertura,Atanasio Girardot
Fecha 4,,Deportivo Cali,1 : 0,Fortaleza,2016,Apertura,Deportivo Cali
Fecha 4,,Patriotas,2 : 1,Envigado F.C.,2016,Apertura,La Independencia
Fecha 4,,Alianza Petrolera,0 : 2,Millonarios,2016,Apertura,Daniel Villa Zapata
Fecha 4,,Santa Fe,3 : 2,Junior,2016,Apertura,Nemesio Camacho El Campín
Fecha 4,,Rionegro Águilas,1 : 1,Once Caldas,2016,Apertura,Alberto Grisales
Fecha 5,,Patriotas,4 : 1,Cortuluá,2016,Finalización,La Independencia
Fecha 5,,Rionegro Águilas,2 : 1,Boyacá Chicó,2016,Finalización,Alberto Grisales
Fecha 5,,Alianza Petrolera,0 : 1,Atlético Bucaramanga,2016,Finalización,Daniel Villa Zapata
Fecha 5,,Deportivo Pasto,1 : 1,Junior,2016,Finalización,Departamental Libertad
Fecha 5,,Independiente Medellín,1 : 0,La Equidad,2016,Finalización,Atanasio Girardot
Fecha 5,,Fortaleza,0 : 1,Atlético Nacional,2016,Finalización,Nemesio Camacho El Campín
Fecha 5,,Jaguares,2 : 1,Millonarios,2016,Finalización,Jaraguay
Fecha 5,,Atlético Huila,2 : 1,Deportivo Cali,2016,Finalización,Guillermo Plazas Alcid
Fecha 5,,Deportes Tolima,3 : 0,Once Caldas,2016,Finalización,Manuel Murillo Toro
Fecha 5,,Santa Fe,2 : 0,Envigado F. C.,2016,Finalización,Nemesio Camacho El Campín
Fecha 5,,La Equidad,2 : 2,Independiente Medellín,2016,Apertura,Metropolitano de Techo
Fecha 5,,Deportivo Cali,5 : 1,Atlético Huila,2016,Apertura,Deportivo Cali
Fecha 5,,Once Caldas,3 : 2,Deportes Tolima,2016,Apertura,Palogrande
Fecha 5,,Junior,2 : 2,Deportivo Pasto,2016,Apertura,Metropolitano Roberto Meléndez
Fecha 5,,Cortuluá,2 : 1,Patriotas,2016,Apertura,Doce de Octubre
Fecha 5,,Boyacá Chicó,0 : 2,Rionegro Águilas,2016,Apertura,La Independencia
Fecha 5,,Millonarios,2 : 0,Jaguares,2016,Apertura,Nemesio Camacho El Campín
Fecha 5,,Atlético Bucaramanga,1 : 1,Alianza Petrolera,2016,Apertura,Álvaro Gómez Hurtado
Fecha 5,,Envigado F. C.,2 : 1,Santa Fe,2016,Apertura,Polideportivo Sur
Fecha 5,,Atlético Nacional,4 : 1,Fortaleza,2016,Apertura,Atanasio Girardot
Fecha 6,,Atlético Bucaramanga,1 : 0,Jaguares,2016,Finalización,Alfonso López
Fecha 6,,Junior,2 : 0,Alianza Petrolera,2016,Finalización,Metropolitano Roberto Meléndez
Fecha 6,,Millonarios,0 : 0,Rionegro Águilas,2016,Finalización,Nemesio Camacho El Campín
Fecha 6,,Boyacá Chicó,0 : 4,Deportes Tolima,2016,Finalización,La Independencia
Fecha 6,,La Equidad,1 : 1,Patriotas,2016,Finalización,Metropolitano de Techo
Fecha 6,,Envigado F. C.,1 : 1,Deportivo Pasto,2016,Finalización,Polideportivo Sur
Fecha 6,,Deportivo Cali,1 : 0,Atlético Nacional,2016,Finalización,Deportivo Cali
Fecha 6,,Cortuluá,0 : 1,Santa Fe,2016,Finalización,Doce de Octubre
Fecha 6,,Independiente Medellín,2 : 1,Atlético Huila,2016,Finalización,Atanasio Girardot
Fecha 6,,Once Caldas,3 : 0,Fortaleza,2016,Finalización,Palogrande
Fecha 6,,Fortaleza,1 : 1,Once Caldas,2016,Apertura,Metropolitano de Techo
Fecha 6,,Atlético Huila,0 : 3,Independiente Medellín,2016,Apertura,Guillermo Plazas Alcid
Fecha 6,,Jaguares,1 : 1,Atlético Bucaramanga,2016,Apertura,Jaraguay
Fecha 6,,Patriotas,0 : 0,La Equidad,2016,Apertura,La Independencia
Fecha 6,,Rionegro Águilas,2 : 1,Millonarios,2016,Apertura,Alberto Grisales
Fecha 6,,Santa Fe,1 : 1,Cortuluá,2016,Apertura,Nemesio Camacho El Campín
Fecha 6,,Deportes Tolima,2 : 1,Boyacá Chicó,2016,Apertura,Manuel Murillo Toro
Fecha 6,,Deportivo Pasto,2 : 2,Envigado F. C.,2016,Apertura,Departamental Libertad
Fecha 6,,Alianza Petrolera,1 : 2,Junior,2016,Apertura,Daniel Villa Zapata
Fecha 6,,Atlético Nacional,2 : 1,Deportivo Cali,2016,Apertura,Atanasio Girardot
Fecha 7,,Fortaleza,2 : 1,Boyacá Chicó,2016,Finalización,Metropolitano de Techo
Fecha 7,,Rionegro Águilas,2 : 3,Atlético Bucaramanga,2016,Finalización,Alberto Grisales
Fecha 7,,Alianza Petrolera,1 : 0,Envigado F. C.,2016,Finalización,Daniel Villa Zapata
Fecha 7,,Patriotas,0 : 0,Atlético Huila,2016,Finalización,La Independencia
Fecha 7,,Deportivo Pasto,1 : 0,Cortuluá,2016,Finalización,Departamental Libertad
Fecha 7,,Deportivo Cali,1 : 2,Independiente Medellín,2016,Finalización,Deportivo Cali
Fecha 7,,Deportes Tolima,3 : 1,Millonarios,2016,Finalización,Manuel Murillo Toro
Fecha 7,,Atlético Nacional,1 : 0,Once Caldas,2016,Finalización,Atanasio Girardot
Fecha 7,,Santa Fe,1 : 1,La Equidad,2016,Finalización,Metropolitano de Techo
Fecha 7,,Jaguares,0 : 0,Junior,2016,Finalización,Jaraguay
Fecha 7,,Boyacá Chicó,1 : 0,Fortaleza,2016,Apertura,La Independencia
Fecha 7,,Atlético Bucaramanga,0 : 0,Rionegro Águilas,2016,Apertura,Álvaro Gómez Hurtado
Fecha 7,,La Equidad,0 : 2,Santa Fe,2016,Apertura,Estadio de Techo
Fecha 7,,Once Caldas,0 : 3,Atlético Nacional,2016,Apertura,Palogrande
Fecha 7,,Envigado F.C.,0 : 1,Alianza Petrolera,2016,Apertura,Polideportivo Sur
Fecha 7,,Junior,1 : 0,Jaguares,2016,Apertura,Metropolitano Roberto Meléndez
Fecha 7,,Atlético Huila,0 : 0,Patriotas,2016,Apertura,Guillermo Plazas Alcid
Fecha 7,,Millonarios,2 : 1,Deportes Tolima,2016,Apertura,Nemesio Camacho El Campín
Fecha 7,,Independiente Medellín,1 : 1,Deportivo Cali,2016,Apertura,Atanasio Girardot
Fecha 7,,Cortuluá,1 : 1,Deportivo Pasto,2016,Apertura,Doce de Octubre
Fecha 8,,Cortuluá,1 : 0,Alianza Petrolera,2016,Finalización,Doce de Octubre
Fecha 8,,Envigado F. C.,2 : 1,Jaguares,2016,Finalización,Polideportivo Sur
Fecha 8,,Independiente Medellín,3 : 0,Patriotas,2016,Finalización,Atanasio Girardot
Fecha 8,,Junior,1 : 1,Rionegro Águilas,2016,Finalización,Metropolitano Roberto Meléndez
Fecha 8,,Millonarios,3 : 2,Fortaleza,2016,Finalización,Nemesio Camacho El Campín
Fecha 8,,Atlético Bucaramanga,0 : 1,Deportes Tolima,2016,Finalización,Alfonso López
Fecha 8,,Once Caldas,2 : 0,Deportivo Cali,2016,Finalización,Palogrande
Fecha 8,,La Equidad,4 : 0,Deportivo Pasto,2016,Finalización,Metropolitano de Techo
Fecha 8,,Boyacá Chicó,1 : 1,Atlético Nacional,2016,Finalización,La Independencia
Fecha 8,,Atlético Huila,1 : 0,Santa Fe,2016,Finalización,Guillermo Plazas Alcid
Fecha 8,,Jaguares,1 : 0,Envigado F.C.,2016,Apertura,Jaraguay
Fecha 8,,Atlético Nacional,2 : 0,Boyacá Chicó,2016,Apertura,Atanasio Girardot
Fecha 8,,Deportivo Pasto,2 : 1,La Equidad,2016,Apertura,Departamental Libertad
Fecha 8,,Deportes Tolima,1 : 2,Atlético Bucaramanga,2016,Apertura,Manuel Murillo Toro
Fecha 8,,Rionegro Águilas,2 : 1,Junior,2016,Apertura,Alberto Grisales
Fecha 8,,Alianza Petrolera,1 : 1,Cortuluá,2016,Apertura,Daniel Villa Zapata
Fecha 8,,Fortaleza,2 : 0,Millonarios,2016,Apertura,Metropolitano de Techo
Fecha 8,,Patriotas,0 : 0,Independiente Medellín,2016,Apertura,La Independencia
Fecha 8,,Deportivo Cali,1 : 0,Once Caldas,2016,Apertura,Deportivo Cali
Fecha 8,,Santa Fe,1 : 0,Atlético Huila,2016,Apertura,Nemesio Camacho El Campín
Fecha 9,,Alianza Petrolera,0 : 0,La Equidad,2016,Finalización,Daniel Villa Zapata
Fecha 9,,Jaguares,1 : 1,Cortuluá,2016,Finalización,Jaraguay
Fecha 9,,Deportes Tolima,1 : 1,Junior,2016,Finalización,Manuel Murillo Toro
Fecha 9,,Boyacá Chicó,2 : 1,Once Caldas,2016,Finalización,La Independencia
Fecha 9,,Fortaleza,1 : 2,Atlético Bucaramanga,2016,Finalización,Metropolitano de Techo
Fecha 9,,Rionegro Águilas,1 : 4,Envigado F. C.,2016,Finalización,Alberto Grisales
Fecha 9,,Deportivo Pasto,2 : 0,Atlético Huila,2016,Finalización,Departamental Libertad
Fecha 9,,Santa Fe,1 : 1,Independiente Medellín,2016,Finalización,Metropolitano de Techo
Fecha 9,,Atlético Nacional,1 : 0,Millonarios,2016,Finalización,Atanasio Girardot
Fecha 9,,Deportivo Cali,1 : 0,Patriotas,2016,Finalización,Deportivo Cali
Fecha 9,,La Equidad,3 : 1,Alianza Petrolera,2016,Apertura,Metropolitano de Techo
Fecha 9,,Envigado F. C.,2 : 3,Rionegro Águilas,2016,Apertura,Polideportivo Sur
Fecha 9,,Independiente Medellín,2 : 1,Santa Fe,2016,Apertura,Atanasio Girardot
Fecha 9,,Patriotas,2 : 1,Deportivo Cali,2016,Apertura,La Independencia
Fecha 9,,Once Caldas,0 : 0,Boyacá Chicó,2016,Apertura,Palogrande
Fecha 9,,Atlético Huila,4 : 0,Deportivo Pasto,2016,Apertura,Guillermo Plazas Alcid
Fecha 9,,Atlético Bucaramanga,0 : 0,Fortaleza,2016,Apertura,Alfonso López
Fecha 9,,Cortuluá,2 : 0,Jaguares,2016,Apertura,Doce de Octubre
Fecha 9,,Junior,2 : 1,Deportes Tolima,2016,Apertura,Metropolitano Roberto Meléndez
Fecha 9,,Millonarios,2 : 1,Atlético Nacional,2016,Apertura,Nemesio Camacho El Campín
Fecha 1,,Patriotas,1 : 1,Atlético Huila,2017,Finalización,La Independencia
Fecha 1,,Deportivo Pasto,1 : 1,Cortuluá,2017,Finalización,Departamental Libertad
Fecha 1,,Deportes Tolima,0 : 0,Jaguares,2017,Finalización,Manuel Murillo Toro
Fecha 1,,Alianza Petrolera,2 : 1,Atlético Bucaramanga,2017,Finalización,Daniel Villa Zapata
Fecha 1,,Independiente Medellín,1 : 1,Millonarios,2017,Finalización,Atanasio Girardot
Fecha 1,,Deportivo Cali,4 : 2,Envigado F. C.,2017,Finalización,Deportivo Cali
Fecha 1,,Tigres,1 : 0,Once Caldas,2017,Finalización,Metropolitano de Techo
Fecha 1,,Junior,3 : 0,La Equidad,2017,Finalización,Metropolitano Roberto Meléndez
Fecha 1,,Rionegro Águilas,0 : 1,América de Cali,2017,Finalización,Alberto Grisales
Fecha 1,,Santa Fe,1 : 0,Atlético Nacional,2017,Finalización,Nemesio Camacho El Campín
Fecha 1,,Cortuluá,0 : 4,Deportivo Pasto,2017,Apertura,Olímpico Pascual Guerrero
Fecha 1,,Jaguares,1 : 0,Deportes Tolima,2017,Apertura,Jaraguay
Fecha 1,,América de Cali,0 : 0,Rionegro Águilas,2017,Apertura,Olímpico Pascual Guerrero
Fecha 1,,Alianza Petrolera,1 : 2,Atlético Bucaramanga,2017,Apertura,Daniel Villa Zapata
Fecha 1,,La Equidad,1 : 0,Junior,2017,Apertura,Metropolitano de Techo
Fecha 1,,Envigado F. C.,2 : 0,Deportivo Cali,2017,Apertura,Polideportivo Sur
Fecha 1,,Atlético Huila,1 : 1,Patriotas,2017,Apertura,Guillermo Plazas Alcid
Fecha 1,,Once Caldas,0 : 0,Tigres,2017,Apertura,Palogrande
Fecha 1,,Millonarios,1 : 2,Independiente Medellín,2017,Apertura,Nemesio Camacho El Campín
Fecha 1,,Atlético Nacional,3 : 1,Santa Fe,2017,Apertura,Atanasio Girardot
Fecha 10,,Cortuluá,3 : 2,Deportivo Pasto,2017,Finalización,Olímpico Pascual Guerrero
Fecha 10,,Patriotas,1 : 1,La Equidad,2017,Finalización,La Independencia
Fecha 10,,Tigres,1 : 0,Jaguares,2017,Finalización,Metropolitano de Techo
Fecha 10,,Once Caldas,3 : 2,Junior,2017,Finalización,Palogrande
Fecha 10,,Independiente Medellín,1 : 0,Atlético Nacional,2017,Finalización,Atanasio Girardot
Fecha 10,,Atlético Huila,2 : 0,Deportes Tolima,2017,Finalización,Guillermo Plazas Alcid
Fecha 10,,Santa Fe,1 : 0,Millonarios,2017,Finalización,Nemesio Camacho El Campín
Fecha 10,,Envigado F. C.,2 : 0,Rionegro Águilas,2017,Finalización,Polideportivo Sur
Fecha 10,,América de Cali,0 : 1,Deportivo Cali,2017,Finalización,Olímpico Pascual Guerrero
Fecha 10,,Atlético Bucaramanga,1 : 0,Alianza Petrolera,2017,Finalización,Alfonso López
Fecha 10,,Deportivo Pasto,2 : 2,Cortuluá,2017,Apertura,Departamental Libertad
Fecha 10,,Junior,3 : 0,Once Caldas,2017,Apertura,Metropolitano Roberto Meléndez
Fecha 10,,Atlético Bucaramanga,2 : 0,Alianza Petrolera,2017,Apertura,Álvaro Gómez Hurtado
Fecha 10,,Atlético Nacional,3 : 1,Independiente Medellín,2017,Apertura,Atanasio Girardot
Fecha 10,,Jaguares,2 : 1,Tigres,2017,Apertura,Jaraguay
Fecha 10,,Deportivo Cali,2 : 1,América de Cali.,2017,Apertura,Deportivo Cali
Fecha 10,,Deportes Tolima,2 : 0,Atlético Huila,2017,Apertura,Manuel Murillo Toro
Fecha 10,,Millonarios,3 : 0,Santa Fe,2017,Apertura,Nemesio Camacho El Campín
Fecha 10,,La Equidad,0 : 0,Patriotas,2017,Apertura,Metropolitano de Techo
Fecha 10,,Rionegro Águilas,1 : 2,Envigado F. C.,2017,Apertura,Alberto Grisales
Fecha 11,,Tigres,1 : 1,Deportes Tolima,2017,Finalización,Metropolitano de Techo
Fecha 11,,Atlético Huila,3 : 3,Jaguares,2017,Finalización,Guillermo Plazas Alcid
Fecha 11,,Deportivo Cali,2 : 1,Atlético Bucaramanga,2017,Finalización,Deportivo Cali
Fecha 11,,Millonarios,1 : 0,Alianza Petrolera,2017,Finalización,Nemesio Camacho El Campín
Fecha 11,,Envigado F. C.,2 : 1,América de Cali,2017,Finalización,Polideportivo Sur
Fecha 11,,Patriotas,1 : 0,Rionegro Águilas,2017,Finalización,La Independencia
Fecha 11,,Once Caldas,0 : 0,La Equidad,2017,Finalización,Palogrande
Fecha 11,,Cortuluá,1 : 0,Junior,2017,Finalización,Olímpico Pascual Guerrero
Fecha 11,,Independiente Medellín,0 : 1,Santa Fe,2017,Finalización,Atanasio Girardot
Fecha 11,,Deportivo Pasto,2 : 0,Atlético Nacional,2017,Finalización,Departamental Libertad
Fecha 11,,Atlético Nacional,2 : 1,Deportivo Pasto,2017,Apertura,Atanasio Girardot
Fecha 11,,Rionegro Águilas,2 : 1,Patriotas,2017,Apertura,Alberto Grisales
Fecha 11,,Deportes Tolima,3 : 0,Tigres,2017,Apertura,Manuel Murillo Toro
Fecha 11,,América de Cali,2 : 0,Envigado F. C.,2017,Apertura,Olímpico Pascual Guerrero
Fecha 11,,La Equidad,2 : 0,Once Caldas,2017,Apertura,Metropolitano de Techo
Fecha 11,,Junior,2 : 1,Cortuluá,2017,Apertura,Metropolitano Roberto Meléndez
Fecha 11,,Jaguares,0 : 0,Atlético Huila,2017,Apertura,Jaraguay
Fecha 11,,Santa Fe,0 : 1,Independiente Medellín,2017,Apertura,Nemesio Camacho El Campín
Fecha 11,,Atlético Bucaramanga,1 : 1,Deportivo Cali,2017,Apertura,Álvaro Gómez Hurtado
Fecha 11,,Alianza Petrolera,2 : 0,Millonarios,2017,Apertura,Daniel Villa Zapata
Fecha 12,,La Equidad,3 : 0,Cortuluá,2017,Finalización,Metropolitano de Techo
Fecha 12,,Deportes Tolima,2 : 1,Patriotas,2017,Finalización,Manuel Murillo Toro
Fecha 12,,Jaguares,1 : 0,Once Caldas,2017,Finalización,Jaraguay
Fecha 12,,Alianza Petrolera,1 : 2,Envigado F. C.,2017,Finalización,Daniel Villa Zapata
Fecha 12,,Junior,2 : 0,Tigres,2017,Finalización,Metropolitano Roberto Meléndez
Fecha 12,,Atlético Nacional,3 : 2,Millonarios,2017,Finalización,Atanasio Girardot
Fecha 12,,América de Cali,3 : 1,Atlético Huila,2017,Finalización,Olímpico Pascual Guerrero
Fecha 12,,Rionegro Águilas,0 : 1,Deportivo Cali,2017,Finalización,Alberto Grisales
Fecha 12,,Santa Fe,1 : 0,Deportivo Pasto,2017,Finalización,Nemesio Camacho El Campín
Fecha 12,,Atlético Bucaramanga,1 : 1,Independiente Medellín,2017,Finalización,Alfonso López
Fecha 12,,Once Caldas,0 : 0,Jaguares,2017,Apertura,Palogrande
Fecha 12,,Millonarios,0 : 1,Atlético Nacional,2017,Apertura,Nemesio Camacho El Campín
Fecha 12,,Envigado F. C.,0 : 0,Alianza Petrolera,2017,Apertura,Polideportivo Sur
Fecha 12,,Tigres,1 : 0,Junior,2017,Apertura,Metropolitano de Techo
Fecha 12,,Deportivo Cali,3 : 0,Rionegro Águilas,2017,Apertura,Deportivo Cali
Fecha 12,,Independiente Medellín,0 : 1,Atlético Bucaramanga,2017,Apertura,Atanasio Girardot
Fecha 12,,Atlético Huila,2 : 0,América de Cali,2017,Apertura,Guillermo Plazas Alcid
Fecha 12,,Patriotas,2 : 0,Deportes Tolima,2017,Apertura,La Independencia
Fecha 12,,Cortuluá,2 : 1,La Equidad,2017,Apertura,Olímpico Pascual Guerrero
Fecha 12,,Deportivo Pasto,3 : 1,Santa Fe,2017,Apertura,Departamental Libertad
Fecha 13,,Cortuluá,1 : 3,Jaguares,2017,Finalización,Olímpico Pascual Guerrero
Fecha 13,,Tigres,0 : 3,La Equidad,2017,Finalización,Metropolitano de Techo
Fecha 13,,Independiente Medellín,1 : 2,Rionegro Águilas,2017,Finalización,Atanasio Girardot
Fecha 13,,Atlético Bucaramanga,2 : 1,Santa Fe,2017,Finalización,Alfonso López
Fecha 13,,Once Caldas,0 : 0,América de Cali,2017,Finalización,Palogrande
Fecha 13,,Millonarios,1 : 0,Deportivo Pasto,2017,Finalización,Nemesio Camacho El Campín
Fecha 13,,Deportivo Cali,1 : 2,Deportes Tolima,2017,Finalización,Deportivo Cali
Fecha 13,,Envigado F. C.,0 : 2,Atlético Nacional,2017,Finalización,Polideportivo Sur
Fecha 13,,Atlético Huila,2 : 0,Alianza Petrolera,2017,Finalización,Guillermo Plazas Alcid
Fecha 13,,Patriotas,1 : 0,Junior,2017,Finalización,La Independencia
